Date,HSCI,consumer_goods_manufacturing,consumer_service,energy,finance,industry,information_technology,integrated_industry,raw_material,real_estate,telecommunications,utilities
2009/9/2,2698.72,3878.11,2941.28,10446.71,3168.35,1298.88,1952.67,1927.17,9630.43,2630.06,1574.29,4924.78
2009/9/3,2739.85,3951.4,3018.75,10649.56,3206.44,1338.24,1969.8,1961.61,10047.17,2698.64,1582.98,4927.38
2009/9/4,2816.15,4058.26,3066.64,10875.71,3294.55,1372.99,2052.13,2004.04,10266.05,2800.39,1632.34,5020.06
2009/9/7,2857.13,4119.06,3099.63,10974.67,3350.3,1403.25,2141.41,2041.44,10268.75,2855.15,1637.76,5035.81
2009/9/8,2905.75,4161.1,3117.84,11296.14,3420.32,1408.88,2144.07,2067.62,10457.97,2883.72,1676.63,5063.3
2009/9/9,2877.45,4181.37,3103.82,11099.42,3376.43,1406.58,2097.88,2053.07,10411.07,2889.16,1647.58,5037.21
2009/9/10,2909.11,4223.5,3129.2,11210.89,3411.26,1412.16,2115.24,2085.63,10510.76,2916.4,1674.62,5075.73
2009/9/11,2922.16,4209.75,3155.08,11330.49,3428.64,1412.44,2106.21,2094.21,10605.98,2919.74,1689.8,5051.06
2009/9/14,2892.8,4171.65,3129.79,11160.73,3406.69,1398.15,2145.56,2082.02,10412.42,2889.14,1642.86,5034.21
2009/9/15,2877.59,4156.73,3107.8,11071.81,3417.11,1389.87,2093.16,2052.72,10216.18,2858.9,1627.21,5005.15
2009/9/16,2940.18,4186.79,3170.83,11408.22,3515.19,1427.42,2120.51,2096.24,10388.29,2896.51,1657.62,5073.21
2009/9/17,2984.09,4216.02,3217.35,11487.96,3584.2,1445.54,2150.27,2128.09,10622.13,2954.17,1669.77,5085.72
2009/9/18,2958.7,4202.88,3177.52,11385.19,3573.2,1402.41,2112.84,2110.57,10416.74,2904.24,1650.65,5047.46
2009/9/21,2940.36,4233.79,3161.42,11273.83,3544.9,1357.92,2109.25,2107.36,10127.95,2868.71,1650.85,5041.41
2009/9/22,2965.71,4226.42,3197.05,11347.63,3565.81,1354.59,2124.25,2132.24,10203.72,2896.21,1682.9,5093.37
2009/9/23,2954.92,4274.28,3184.02,11337.29,3529.54,1349.28,2147.33,2111.47,10183.2,2877.58,1696.16,5077.43
2009/9/24,2888.39,4244.16,3126.91,10984.88,3436.48,1320.68,2111.82,2072.87,9995.94,2817.79,1656.42,4992.65
2009/9/25,2888.32,4291.04,3139.02,10941.8,3433.22,1342.73,2087.86,2078.13,9936.03,2827.37,1651.4,4991.82
2009/9/28,2825.27,4208.75,3069.8,10753.98,3373.59,1319.74,2024.12,2039.46,9625.75,2747.73,1595.48,4965.91
2009/9/29,2878.15,4295.02,3114.1,10989.83,3444.76,1331.91,2083.09,2065.48,9745.24,2816.17,1611.94,4990.89
2009/9/30,2873.03,4338.87,3104.31,10862.81,3430.65,1319.67,2086.47,2077.52,9810.76,2823.51,1598.04,5052.43
2009/10/2,2807.58,4287.72,3061.69,10597.32,3339.94,1288.43,2040.09,2026.41,9558.76,2755.25,1566.31,4974.28
2009/10/5,2814.16,4260.37,3054.99,10791.36,3350.81,1304.55,2040.87,2017.22,9540.15,2731.89,1583.27,5003.61
2009/10/6,2871.76,4321.05,3128.69,11110.62,3410.35,1334.84,2111.8,2041.75,9926.49,2807.14,1616.41,4981.87
2009/10/7,2928,4385.27,3199.74,11327.81,3480.97,1377.5,2146.88,2070.98,10158.54,2876.84,1644.38,5026.7
2009/10/8,2958.42,4403.19,3222.76,11405.62,3524.32,1375.31,2192.91,2093.69,10266.08,2927.91,1648.51,5047.75
2009/10/9,2961.39,4457.56,3263.57,11570.57,3526.74,1374.42,2183.41,2090.58,10243.82,2926.79,1631.62,5031.77
2009/10/12,2939.1,4450.35,3248.64,11419.8,3502.99,1362.43,2178.26,2069.07,10093.53,2900.36,1617.84,5000.84
2009/10/13,2958.68,4457.31,3253.12,11685.93,3520.9,1374.44,2220.87,2085.28,10145,2899.34,1632.16,5039.44
2009/10/14,3008.62,4521.9,3286.57,12085.46,3581.51,1374.39,2309.05,2103.7,10347.09,2930.61,1658.87,5062.11
2009/10/15,3020.2,4580.1,3285.22,12176.33,3616.68,1371.89,2317.39,2104.46,10353.8,2924.62,1644.97,5055.19
2009/10/16,3011.35,4552.52,3281.16,12114.08,3596.17,1354.56,2323.9,2103.62,10308.94,2911.15,1652.95,5073.98
2009/10/19,3051.11,4588.56,3303.56,12487.14,3627.17,1389.55,2428.13,2124.19,10426.01,2974.08,1666.96,5068.59
2009/10/20,3075.97,4554.17,3338.78,12474.08,3651.67,1412.34,2429.03,2156.67,10681.51,3088.25,1655.94,5049.42
2009/10/21,3072.04,4589.2,3329.05,12306.36,3641.5,1432.38,2398.71,2174.44,10840.36,3136.02,1627.23,5084.71
2009/10/22,3059.2,4548.39,3298.46,12352.53,3640.49,1414.01,2448.3,2166.53,10748.75,3104.63,1601.67,5044.12
2009/10/23,3104.45,4598.86,3336.42,12871.88,3721.62,1413.15,2487.22,2184.09,10866.79,3093.46,1610.79,5060.59
2009/10/27,3049.88,4580.31,3269.35,12611.49,3655.63,1424.43,2475.58,2147.61,10741.67,2995.16,1588.29,4992.66
2009/10/28,2997.95,4543.92,3224.04,12260.54,3591.93,1405.1,2414.4,2120.43,10553.06,2931.91,1566.34,4974.38
2009/10/29,2927.86,4450.36,3147.15,11802.11,3516.3,1352.76,2307.51,2095.22,10127.13,2846.48,1544.35,4900.16
2009/10/30,2992.48,4513.07,3217.79,12174.41,3600.39,1345.51,2335.36,2139.44,10381.6,2965.14,1550.83,4907.47
2009/11/2,2976.74,4491.61,3189.85,12094.5,3579.69,1334.58,2385.72,2117.68,10409.27,2939.83,1545.69,4840.81
2009/11/3,2933.74,4540.16,3155.15,11858.5,3525.98,1318.35,2329.17,2097.85,10316.86,2873.58,1516.95,4812.12
2009/11/4,2982.46,4632.91,3195.97,12171.43,3586.53,1338.22,2353.13,2112.87,10468.7,2914.45,1545.75,4873.86
2009/11/5,2967.38,4646.45,3181.78,12168.22,3565.56,1352.18,2345.73,2087.88,10418.46,2888.16,1540.23,4840.8
2009/11/6,3009.54,4642.66,3211.93,12510.43,3622.56,1372.83,2354.07,2115.08,10598.84,2932.67,1561.24,4881.17
2009/11/9,3055.75,4698.77,3257.86,12770.28,3709.79,1385.83,2338.9,2145.26,10910.42,2971.78,1554.53,4934.81
2009/11/10,3064.1,4756.79,3271.18,12775.46,3727.03,1378.65,2370.41,2142.1,10827.02,2956.37,1559.4,4927.25
2009/11/11,3109.61,4785.93,3299.23,12899.32,3814.2,1413.51,2465.73,2140.67,10849.05,2947.62,1595.11,4937.61
2009/11/12,3092.01,4836.28,3326.54,12806.59,3776.62,1420.78,2464.02,2133.68,10948.04,2933.89,1569.39,4963.41
2009/11/13,3108.79,4845.21,3349.06,12855.96,3820.41,1443.37,2475.93,2131.88,11046.33,2948.49,1558.35,4953.18
2009/11/16,3159.94,4926.64,3396.43,13053.71,3919.84,1439.59,2463.03,2156.77,11383.64,2984.2,1564.68,4950.97
2009/11/17,3160.97,4980.82,3396.04,13158.11,3923.88,1402.58,2470.39,2133.76,11284.01,2973.78,1563.99,4936.7
2009/11/18,3147.83,4970.52,3371.35,13127.37,3894.47,1407.19,2414.87,2117.22,11170.42,2934.1,1600.21,4938.57
2009/11/19,3126.06,4940.78,3364.96,13007.7,3832.32,1424.94,2403.21,2118.32,11147.75,2918.73,1617.36,4948.55
2009/11/20,3098.17,4899.98,3311.06,12892.99,3803.3,1407.65,2377.97,2089.35,11013.22,2893.84,1603.06,4932.24
2009/11/23,3135.83,4930.64,3324.67,12945.88,3887.46,1444.82,2411.08,2109.56,11154.57,2910.39,1605.75,4948.11
2009/11/24,3097.99,4932.84,3332.31,12770.98,3819.2,1428.15,2368.46,2098.56,11148.63,2884.1,1579.02,4947.23
2009/11/25,3118.28,4933.02,3335.92,13043.87,3829.65,1437.34,2390.82,2127.91,11343.7,2914.51,1585.29,4983.81
2009/11/26,3074.79,4930.01,3332.16,12861.06,3742.46,1407,2374.34,2101.23,11328.7,2886.79,1568.72,4950.35
2009/11/27,2936.85,4792.25,3202.59,12210.73,3532.22,1357.96,2285.34,2028.94,10620.12,2778.53,1512.09,4846.67
2009/11/30,3033.16,4973.99,3306.96,12496.85,3683.55,1388.94,2363.92,2085.53,10996.92,2871.63,1530.58,4901.27
2009/12/1,3077.03,5095.33,3352.34,12701.43,3738.55,1406.93,2429.7,2104.49,11186.87,2915.13,1539.01,4933.7
2009/12/2,3109.92,5135.17,3380.9,12868.1,3768.54,1442.72,2465.45,2130.59,11257.67,2981.16,1554.58,4905.93
2009/12/3,3146.09,5204.61,3416,13007.18,3808.63,1455.33,2478.3,2176.59,11455.51,3051.41,1555.77,4915.42
2009/12/4,3140.12,5202.47,3408.42,12933.33,3803.19,1444.23,2471.2,2165.23,11342.76,3065.06,1551.4,4872.72
2009/12/7,3122.4,5215.86,3395.96,12834.8,3770.21,1433.87,2492.99,2153.23,11171.23,3068.27,1532.32,4874.09
2009/12/8,3094.32,5260.03,3394.13,12701.03,3706.81,1416.57,2494.43,2141.18,11105.32,3055.95,1519.45,4832.98
2009/12/9,3048.82,5214.89,3339.86,12608.08,3629.15,1391.6,2470.79,2120.3,10902.57,3008.46,1506.92,4811.78
2009/12/10,3038.12,5128.41,3321.39,12673.72,3625.52,1396.11,2448.5,2109.71,10935.23,2986.56,1498.9,4832.55
2009/12/11,3061.23,5150.98,3346.32,12821.31,3654.94,1399.32,2544.37,2120.33,11136.76,3019.97,1484.48,4855.62
2009/12/14,3086.71,5224.49,3376.17,12962.77,3674.07,1414.9,2572.23,2135.04,11258.09,3037.93,1504.56,4909.1
2009/12/15,3053.67,5219.7,3354.72,12876.81,3607.69,1413.09,2575.9,2126.13,11185.98,2971.96,1508.7,4902.18
2009/12/16,3019.18,5129.99,3317.33,12694.73,3564.42,1375.78,2537.98,2123.65,10971.73,2922.13,1506.65,4886.49
2009/12/17,2976.77,5031.01,3255.38,12588.94,3518.94,1357.27,2476.73,2100.72,10658.02,2879.02,1487.12,4850.34
2009/12/18,2942.96,4923.14,3239.85,12424.31,3479.19,1340.46,2415.57,2092.13,10361.42,2819.54,1492.76,4853.09
2009/12/21,2915.91,4934.5,3223.72,12302.12,3440.75,1350.4,2439.79,2080.03,10423.73,2772.24,1467.71,4825.67
2009/12/22,2937.57,4975.58,3243.51,12339.51,3487.51,1346.26,2470.51,2079.46,10492.36,2792.07,1462.66,4826.14
2009/12/23,2968.54,5054.8,3270.72,12486.07,3530.08,1358.13,2500.47,2094.61,10617.11,2832.14,1462.32,4862.65
2009/12/24,2992.88,5088.58,3299.73,12675.09,3566.48,1372.63,2559.81,2096.54,10690.27,2854.15,1459.51,4867
2009/12/28,2997.57,5124.49,3307.94,12721.29,3557.28,1395.94,2576.13,2108.15,10669.02,2852.95,1470.07,4886.33
2009/12/29,2998.94,5124.39,3310.98,12703.27,3550.21,1397.89,2600.8,2121.98,10696.71,2863.47,1467.22,4905.94
2009/12/30,2999.05,5114.25,3317.82,12583.51,3538.64,1380.93,2628.04,2136.16,10617.03,2867.22,1480.96,4932.66
2009/12/31,3052.01,5175.42,3345.28,12811.53,3599.24,1401.29,2669.21,2171.31,10822.54,2916.27,1529.32,4953.57
2010/1/4,3052.05,5208.69,3370.39,12874.2,3576.98,1413.92,2699.29,2189.02,11111.16,2912.71,1520.44,4982.55
2010/1/5,3121.14,5352.71,3454.08,13537.09,3646.86,1460.62,2785.95,2254.12,11853.49,2944.8,1533.25,5010.72
2010/1/6,3134.42,5300.35,3457.65,13696.73,3665.52,1492.94,2815.3,2257.81,12074.55,2941.14,1544.67,5030.85
2010/1/7,3113.61,5228.47,3437.97,13663.55,3629.01,1494.94,2738.91,2246.13,12017.67,2952.91,1539.07,5054.1
2010/1/8,3116.99,5259.4,3455.71,13613.88,3619.53,1498.54,2751,2240.32,11943.62,2956.73,1559.13,5063.96
2010/1/11,3136.59,5286.92,3530.69,13792.11,3631.95,1518.35,2800.14,2247.98,12221.39,2960.14,1567.13,5045.03
2010/1/12,3130.49,5319.13,3553.4,13761.89,3585.71,1520.51,2774.53,2259.71,12205,2956.19,1601.55,5009.27
2010/1/13,3053.6,5228.53,3481.72,13198.81,3481.76,1483.83,2773.54,2196.43,11735.07,2839.51,1605.76,4930.86
2010/1/14,3061.9,5274.53,3538.14,13073,3468.79,1518.82,2830.42,2199.74,11966.78,2804.71,1645.07,4942.65
2010/1/15,3058.94,5296.95,3547.01,13003.03,3470.45,1555.27,2879.02,2175.64,11949.79,2802.08,1631.03,4917.52
2010/1/18,3031.01,5240.16,3540.59,12787.59,3460.08,1530.09,2814.87,2167.51,11719.26,2793.24,1587.71,4901.41
2010/1/19,3060.89,5289.53,3567.56,13002.26,3516.88,1549.26,2737.03,2175.06,11693.05,2831.19,1600.52,4868.23
2010/1/20,3016.95,5257.05,3545.36,12792.42,3447.06,1562.61,2682.45,2149.73,11606.32,2795.91,1581.27,4841.96
2010/1/21,2951.6,5106.86,3479.54,12436.77,3385.79,1484.36,2605.62,2108.08,11240.41,2713.52,1554.44,4801.94
2010/1/22,2928.63,5049.6,3409.73,12233.41,3380.71,1417.12,2577.57,2079.6,11031.56,2697.81,1543.69,4774.16
2010/1/25,2909.04,5008.72,3385.76,12125.23,3335.23,1411.37,2543.11,2079.74,10992.27,2687.5,1553.08,4826.19
2010/1/26,2833.54,4861.34,3287.98,11666.79,3262.59,1362.82,2417.27,2040.72,10512.64,2611.61,1520.07,4794.68
2010/1/27,2813.42,4837.24,3236.93,11604.35,3253.89,1313.37,2388.89,2022.38,10364.04,2565.14,1517.37,4745.39
2010/1/28,2856.05,4918.22,3307.28,11889.02,3323.19,1317.89,2458.22,2027.27,10465.6,2564.95,1530.68,4760.65
2010/1/29,2822.25,4917.48,3267.28,11607.27,3275.07,1326.18,2448.85,2000.28,10220.42,2539.51,1518.13,4748.94
2010/2/1,2843.18,4910.32,3272.01,11683.47,3304.33,1333.9,2423.63,2016.78,10206.39,2578.24,1532.46,4820.25
2010/2/2,2855.81,4981.18,3302.53,11721.62,3293.74,1348.81,2458.92,2033.59,10347.18,2600.75,1546.5,4815.9
2010/2/3,2920.11,5098.48,3369,12392.03,3353.68,1366.69,2564.22,2065.14,10688.19,2653.07,1571.89,4821.4
2010/2/4,2869.34,5021.94,3323.31,12137.52,3296.43,1349.54,2500.98,2056.69,10562.75,2606.58,1531.33,4762.58
2010/2/5,2773.56,4845.34,3210.31,11560.12,3186.31,1305.05,2370.88,1969.7,10037.01,2519.1,1510.44,4696.12
2010/2/8,2759.06,4823.54,3195.13,11308.25,3154.92,1299.68,2352.39,1955.59,9883.21,2502.49,1538.79,4736.67
2010/2/9,2785.61,4838.46,3211.48,11620.32,3181.35,1285.55,2345.63,1980.16,9472.43,2556.79,1551.99,4797.26
2010/2/10,2808.21,4875.54,3263.48,11871.8,3207.7,1303.67,2385.81,1994.92,9781.21,2583.14,1534.31,4806.21
2010/2/11,2856.78,4929.15,3310.45,12067.84,3259.18,1335.16,2457.4,2039.36,10015.71,2629.78,1567.34,4815.2
2010/2/12,2857.4,4974.36,3335.04,12013.6,3246.14,1329.08,2482.86,2052.11,10070.47,2650.84,1555.76,4809.15
2010/2/17,2890.48,5045.03,3356.35,12191.64,3288.44,1320.45,2529.77,2068.08,10117.19,2668.6,1576.56,4847.51
2010/2/18,2875.45,5044.99,3358.09,12096.21,3272.22,1314.46,2504.35,2048.63,9947.84,2647.59,1572.13,4845.58
2010/2/19,2804.5,4935.38,3284.13,11695.61,3198.01,1308.2,2436.31,2006.84,9599.65,2576.37,1526.17,4786.45
2010/2/22,2865.01,5000.73,3320.82,12065.22,3272.51,1320.52,2524.87,2039.47,9925.47,2621.12,1562.37,4823.19
2010/2/23,2898.62,5020.64,3359.55,12265.76,3307.57,1312.6,2566.92,2055.97,10100.26,2678.9,1574.94,4843.23
2010/2/24,2883.72,5022.99,3374.12,12101,3280.43,1315.44,2526.56,2054.08,10126.44,2684.52,1565.14,4828.21
2010/2/25,2872.02,4973.09,3355.7,12007.77,3268.62,1287.95,2492.74,2039.46,10072.31,2697.59,1563.06,4798.39
2010/2/26,2898.82,5006.89,3371.74,12195.09,3298.66,1295.65,2511.74,2053.48,10267.3,2718.68,1580.51,4836.97
2010/3/1,2960.39,5096.85,3414.34,12331.98,3385.18,1319.1,2555.54,2102.53,10540.41,2789.99,1604.54,4915.89
2010/3/2,2943.88,5135.46,3416.83,12287.05,3328.28,1337.67,2583.6,2098.57,10556.77,2800.96,1591.91,4949.05
2010/3/3,2940.12,5154.35,3455.72,12322.56,3333.78,1389.32,2584.72,2094.26,10619.67,2794.88,1556.84,4921.95
2010/3/4,2901.17,5134.11,3433.22,12186.62,3277.05,1368.34,2524.8,2078.72,10504.16,2770.2,1524.66,4923.93
2010/3/5,2934.16,5218.81,3495.65,12358.23,3317.84,1387.25,2576.45,2098.31,10535.41,2796.64,1527.32,4972.24
2010/3/8,2992.28,5351.48,3560.56,12651.98,3385.53,1420.8,2639.42,2132.42,10777.47,2852.93,1545.74,4988.96
2010/3/9,2995.95,5376.24,3552.91,12604.21,3387.24,1426.77,2625.94,2126.93,10781.38,2882.14,1544.4,5003.08
2010/3/10,2998.36,5372.71,3563.5,12643.35,3378.99,1434.1,2658.03,2148.74,10803.33,2874.96,1545.75,5021.34
2010/3/11,3001.21,5430.69,3568.45,12651.77,3371.58,1412.91,2674.64,2163.91,10770.27,2863.55,1564.78,4993.96
2010/3/12,2994.59,5383.2,3574.04,12678.25,3363.23,1397.36,2647.35,2157.95,10723.29,2866.22,1566.05,4990.73
2010/3/15,2972.48,5375.81,3550.24,12447.76,3328.35,1382.25,2673.52,2137.69,10613.04,2852.93,1555.39,5002.49
2010/3/16,2965.83,5383.65,3541.28,12327.43,3323.96,1382.62,2693.73,2144.58,10549.32,2827.62,1555.02,5005.42
2010/3/17,3018.76,5496.31,3627.25,12639.11,3379.61,1407.8,2713.76,2165.03,10841.25,2888.43,1568.53,5070.13
2010/3/18,3016.63,5544.2,3630.79,12532.09,3385.14,1409.41,2661.76,2163.07,10868.05,2874.57,1582.12,5029.95
2010/3/19,3026.99,5584.31,3653.48,12527.36,3389.07,1437.8,2649.37,2194.01,10929.93,2884.05,1583.83,5077.28
2010/3/22,2973.52,5497.97,3621.62,12229.11,3324.05,1425.08,2620.61,2150.13,10741.17,2819.7,1560.19,5036.78
2010/3/23,2971.85,5499.64,3613.33,12229.55,3325.99,1421.11,2616.15,2159.01,10688.68,2797.12,1568.49,5046.25
2010/3/24,2975.66,5479.03,3614.27,12240.87,3328.44,1420.51,2631.13,2164.66,10719.47,2817.49,1565.96,5040.24
2010/3/25,2953,5428.57,3607.53,12085.52,3294.68,1419.92,2632.92,2164.01,10549.74,2810.93,1545.64,5022.13
2010/3/26,2990.41,5489.18,3632.33,12325.05,3337.31,1443.73,2645.61,2197.07,10675.49,2857.3,1558.53,5055.51
2010/3/29,3016.58,5532.77,3637.49,12531.16,3368.51,1456.91,2669.65,2199.06,10787.8,2886.43,1567.77,5089.35
2010/3/30,3035.87,5554.84,3648.73,12680.43,3398.97,1459.67,2670.93,2193.16,10838.16,2919.38,1570.28,5077.83
2010/3/31,3013.69,5469.74,3630.36,12582.31,3392.17,1462.29,2636.83,2165.52,10710.21,2884.97,1556.16,5068.32
2010/4/1,3062.56,5525.22,3711.26,12864.61,3442.61,1485.1,2663.97,2206.92,10956.53,2938.45,1574.37,5149.76
2010/4/7,3121.53,5639.13,3772.78,13325.84,3515.46,1503.39,2692.2,2217.64,11263.94,2990.69,1591.48,5196.36
2010/4/8,3105.21,5636.6,3723.24,13133.31,3498.09,1489.85,2699.07,2205.74,11270.35,2957.18,1612.44,5155.05
2010/4/9,3145.3,5691.46,3765.17,13406.77,3555.13,1510.71,2719.44,2220.83,11458.13,2957.93,1646.91,5223.56
2010/4/12,3128.83,5655.36,3746.59,13388.15,3540.78,1488.87,2716.43,2209.08,11402.76,2921.63,1633.84,5233.24
2010/4/13,3115.34,5625.33,3708.14,13202.53,3531.11,1487.03,2689.52,2213,11220.49,2909.61,1646.67,5245.07
2010/4/14,3117.76,5614.11,3695.05,13198.01,3533.8,1497.55,2689.19,2211.39,11168.69,2923.31,1657.59,5241.51
2010/4/15,3120.84,5618.03,3698.01,13356.13,3539.05,1497.99,2679.32,2204.97,11299.46,2910.43,1665.77,5164.96
2010/4/16,3076.08,5566.43,3659.53,13257.89,3489.52,1471.26,2649.34,2162.55,11086.79,2836.44,1632.78,5155.29
2010/4/19,3008.58,5493.8,3587.48,12778.51,3414.14,1440.1,2601.49,2126.27,10817.88,2741.38,1607.29,5150.37
2010/4/20,3043.05,5527.25,3636.47,13001.82,3453.1,1469.21,2620.79,2128.41,10939.5,2754.92,1659.48,5185.17
2010/4/21,3038.72,5555.6,3682.11,13010.81,3421.47,1483.68,2627.93,2138.4,11047.14,2752.8,1643.15,5221.52
2010/4/22,3027.09,5555.39,3673.53,12944.06,3423.72,1487.71,2629.39,2102.08,10957.46,2716.21,1630.28,5223.68
2010/4/23,3002.73,5566.41,3630.6,12805.67,3383.93,1484.22,2668.45,2088.14,10849.99,2674.29,1625.31,5184.46
2010/4/26,3051.02,5639.94,3697.61,13140.64,3434.22,1526.37,2718.63,2112.77,10926.32,2723.53,1641.2,5258.52
2010/4/27,3005.72,5590.24,3652.23,12950.67,3377.24,1489.75,2656.09,2091.95,10730.48,2675.5,1632,5161.51
2010/4/28,2963.35,5517.13,3601.64,12727.99,3319.19,1464.8,2625.5,2074.38,10607.53,2650.26,1617.99,5063.81
2010/4/29,2941.08,5458.46,3596.39,12636.17,3301.7,1461.83,2589.32,2060.76,10477.14,2646.49,1585.64,4990.35
2010/4/30,2987.56,5511.52,3632.03,12983.15,3375.55,1486.34,2622.44,2064.82,10698.72,2669.32,1606.08,5005.92
2010/5/3,2946.68,5479.5,3577.99,12792.59,3314.82,1472.13,2625.45,2032.61,10522.39,2619.98,1593.62,4980.36
2010/5/4,2937.18,5530.7,3570.32,12736.45,3306.12,1476.88,2633.86,2018.41,10414.49,2584.27,1593.57,4926.31
2010/5/5,2867.07,5361.23,3473.84,12265.47,3239.85,1435.7,2553.86,1977.52,10055,2526.56,1567.97,4888.89
2010/5/6,2819.21,5185.05,3367.56,12067.14,3222.11,1382.28,2450.62,1945.53,9757.56,2472.94,1554.78,4857.17
2010/5/7,2790,5086,3306.53,11961.46,3174.24,1357.29,2414.92,1939.08,9742.07,2483.16,1539.43,4863.33
2010/5/10,2863.98,5244.72,3377.77,12374.56,3269.49,1403.16,2474.18,1960.7,10029.83,2539.07,1582.03,4886.12
2010/5/11,2828.91,5242.64,3349.67,12208.85,3215.19,1385.79,2451.69,1934.19,9927.02,2499.93,1566.32,4852.82
2010/5/12,2830.25,5209.23,3355.74,12176.38,3236.52,1396.83,2423.74,1933.83,9969.4,2483.46,1565.7,4873.54
2010/5/13,2868.55,5266.1,3419.98,12349.65,3263.7,1429.1,2515.36,1969.41,10119.32,2524.2,1573.72,4967.93
2010/5/14,2833.39,5173.99,3378.16,12149.57,3218.94,1411.39,2527.77,1952.58,10000.51,2500.3,1547.17,4945.31
2010/5/17,2761.1,4991.98,3297.56,11758.68,3147.44,1351.14,2396.91,1914.65,9626.12,2440.15,1527.88,4914.11
2010/5/18,2788.17,5024.86,3293.53,11840.87,3196.11,1367.78,2405.31,1908.31,9642.27,2469.23,1551.6,4950.36
2010/5/19,2723.84,4865.18,3201.62,11489.72,3123.73,1318.97,2325.28,1879.88,9250.83,2426.44,1534.47,4922.04
2010/5/20,2699.67,4739.67,3124.7,11438.87,3122.79,1277.13,2262.79,1850.58,8996.77,2409.29,1535.86,4909.01
2010/5/24,2730,4773.39,3194.62,11619.73,3139.98,1304.61,2274.49,1873.82,9223.7,2487.59,1536.28,4876.75
2010/5/25,2621.34,4549.83,3068.77,11010.84,3032.14,1247.68,2153.35,1804.04,8693.04,2378.73,1488.77,4781.01
2010/5/26,2664.09,4698.19,3158.06,11123.58,3081.72,1259.05,2241.81,1794.32,8827.88,2401.49,1514.39,4785.16
2010/5/27,2713.92,4815.9,3248.29,11471.35,3103.91,1312.76,2296.28,1852.99,9236.68,2472.95,1506.79,4853.03
2010/5/28,2768.75,4939.2,3319.32,11874.12,3168.49,1347.43,2333.54,1893.22,9532.17,2498.29,1526.65,4863.46
2010/5/31,2773.48,4999.12,3337.12,11906.36,3162.58,1353.33,2334.2,1898.06,9508.11,2495.28,1536.69,4872.1
2010/6/1,2725.95,4888.87,3271.44,11598.17,3118.87,1324.1,2306.7,1858.05,9230.67,2443.39,1522.44,4857.28
2010/6/2,2718.32,4861.58,3266.81,11503.24,3119.16,1312.8,2305.91,1849.55,9093.43,2446.78,1519.42,4804.14
2010/6/3,2765.62,4991.25,3310.86,11781.78,3171.17,1334.44,2342.04,1888.31,9284.54,2489.67,1534.37,4811.66
2010/6/4,2768.22,4993.55,3325.13,11703.12,3180.75,1353.33,2359.02,1878.37,9242.64,2492.96,1534.81,4809.2
2010/6/7,2707.68,4889.81,3244.61,11378.88,3101.49,1323.77,2285.21,1848.28,8921.78,2442.66,1533.13,4751.51
2010/6/8,2719.46,4919.41,3268.67,11390.49,3114.25,1328.79,2244.39,1846.07,8919.05,2468.07,1554.36,4779.7
2010/6/9,2730.26,4922.11,3272.05,11498.95,3137.72,1309.07,2187.36,1853.67,8847.25,2481.21,1573.37,4788.38
2010/6/10,2730.64,4948.15,3279.93,11649.95,3143.63,1277.58,2095.8,1842.63,8727.82,2467.87,1592.29,4804.06
2010/6/11,2770.25,5028.07,3331.09,11879.15,3179.15,1302.6,2162.91,1876.86,8913.09,2505.69,1598.38,4860.54
2010/6/14,2803.7,5112.64,3389.86,12072.55,3212.06,1324.72,2180.5,1896.54,9093.24,2538.61,1603.95,4903.14
2010/6/15,2807.31,5147.27,3397.47,12095.55,3216.4,1330.55,2152.74,1900.05,9087.71,2546.97,1598.63,4909.2
2010/6/17,2826.02,5247.48,3447.64,12218.32,3216.6,1348.25,2162.14,1907.97,9203.7,2564.99,1609.67,4946.47
2010/6/18,2843.68,5238.46,3471.32,12253.46,3247.07,1356.6,2185.16,1916.66,9283.84,2580.23,1614.6,4990.02
2010/6/21,2935.04,5336.69,3583.69,12744.35,3352.87,1395.7,2247.24,1984.46,9700.36,2694.3,1652.45,5064.15
2010/6/22,2920.29,5313.5,3567.04,12641.36,3339.29,1392.94,2194.73,1978.67,9660.31,2689.12,1647.23,5034.36
2010/6/23,2919.35,5337.33,3566.33,12574.31,3342.98,1377.24,2174.68,1985.63,9536.11,2671.04,1661.01,5074.1
2010/6/24,2902.34,5321,3556.13,12423.13,3317.22,1365.47,2188.49,1973.33,9393.42,2663.79,1650.26,5076.96
2010/6/25,2888.84,5280.26,3508.46,12315.43,3315.53,1340.64,2196.92,1974.2,9297.41,2637.65,1643.77,5067.2
2010/6/28,2888.18,5249.37,3492.57,12289.48,3318.6,1347.08,2188.03,1976.49,9225.72,2644.87,1649.79,5085.8
2010/6/29,2821.85,5106.48,3425.53,11884.12,3244.69,1316.78,2146.34,1929.69,8993.19,2580.42,1622.05,5033.94
2010/6/30,2810.54,5110.9,3420.58,11909.82,3212.5,1315.06,2129.69,1932.05,8945.79,2554.88,1634.36,5071.16
2010/7/2,2771.51,4994.39,3364.67,11558.22,3168.89,1289.48,2104.88,1931.79,8724.6,2540.83,1623.93,5046.13
2010/7/5,2758.08,4965.27,3333.54,11562.22,3144.99,1279.67,2095.21,1935.31,8553.98,2531.92,1626.5,5041.99
2010/7/6,2800.56,5022.37,3384.44,11799.04,3189.67,1299.39,2159.91,1949.55,8778.3,2582.56,1637.99,5103.7
