Date,HSCI,consumer_goods_manufacturing,consumer_service,energy,finance,industry,information_technology,integrated_industry,raw_material,real_estate,telecommunications,utilities
2006/1/3,1959.28,2689.21,2434.09,5755.13,2445.95,1627.26,1395.01,1829.13,5794.86,2078.74,904.54,3634.74
2006/1/4,1995.38,2738.57,2475.95,5915.8,2482.11,1634.03,1423.07,1852.45,5897.85,2142.5,925.11,3644.6
2006/1/5,2007.24,2767.52,2499.24,5944.04,2487.77,1653.59,1444.54,1860.03,5927.61,2173.32,932.59,3616.47
2006/1/6,2019.2,2799.08,2516.36,5956.46,2509.5,1661.27,1467.1,1875.08,5916.75,2179.48,931.51,3644.76
2006/1/9,2047.25,2838.59,2537.99,6099.13,2550.57,1709.59,1464.8,1902.65,5998.05,2217.19,939.9,3662.54
2006/1/10,2045.73,2829.47,2530.64,6110.22,2562.39,1717.37,1462.58,1905.95,5946.59,2209.87,930.02,3659.16
2006/1/11,2052.23,2835.34,2534.84,6235.19,2560.7,1707.83,1458.91,1905.42,5881.39,2219.03,940.21,3647.9
2006/1/12,2062.78,2848.25,2559.61,6327.32,2564.47,1699.07,1468.07,1918.87,5974.91,2221.81,945.24,3688.06
2006/1/13,2073.65,2872.76,2568.95,6419.3,2573.84,1705.04,1479.95,1938.55,6050.21,2222.19,949.89,3689.12
2006/1/16,2080.21,2889.01,2581.34,6523.96,2574.84,1698.12,1505.62,1936.67,6182.89,2229.92,949.4,3699.1
2006/1/17,2054.34,2864.38,2541.81,6521.56,2544.9,1691.1,1482.3,1908.64,6188.96,2203.6,929.06,3668.93
2006/1/18,2046.16,2855.41,2520.46,6634.09,2536.44,1663.26,1448.1,1908.74,6356.07,2193.92,913.37,3678.54
2006/1/19,2074.65,2868.25,2560.3,6724.15,2565.35,1688.52,1469.7,1939.45,6488.41,2233.25,930.37,3702.66
2006/1/20,2073.82,2874.83,2553.16,6809.44,2554.61,1670.71,1482.91,1931.13,6447.34,2236.49,933.94,3675.62
2006/1/23,2048.09,2845.79,2516.27,6792.24,2534.67,1661.1,1444.05,1911.34,6432.78,2185.82,916.94,3625.28
2006/1/24,2062.26,2889.44,2532.93,6872.4,2539.67,1675.97,1469.47,1930.7,6460.54,2207.71,920.57,3662.86
2006/1/25,2064.53,2935.16,2552.02,6833.75,2536.24,1696.19,1470.62,1928.01,6523.26,2213.88,920.28,3679.51
2006/1/26,2061.29,2941.34,2552.24,6778.54,2540.67,1704.67,1440.12,1926.52,6589.31,2211.39,915.63,3670.67
2006/1/27,2094.13,2978.57,2598.31,7018.82,2566.45,1711.18,1464.17,1953.11,6760.22,2248.89,933.28,3717.43
2006/2/1,2104.37,3006.73,2616.25,7288.8,2555.92,1720.86,1481.2,1945.4,6993.63,2254.48,940.63,3727.72
2006/2/2,2096.03,3005.2,2604.74,7138.42,2557.67,1705.19,1485.7,1936.15,6890.58,2246.81,935,3719.02
2006/2/3,2061.93,2943.75,2592.39,6906.96,2531.49,1688.24,1460.09,1902.57,6813.39,2201.26,913.94,3674.54
2006/2/6,2082.58,2997.46,2614.16,7214.84,2548.92,1703.26,1445.72,1908.09,7020.37,2216.24,921.7,3684.86
2006/2/7,2085,3033.23,2639.05,7325.49,2548.39,1706.23,1428.33,1906.81,7144.6,2223.49,911.04,3692.08
2006/2/8,2059.05,2997.33,2606.57,7083.85,2537.76,1713.99,1390.97,1895.86,6907.05,2193.31,893.86,3650.25
2006/2/9,2061.86,3047.3,2613.84,7025.24,2543.29,1708.89,1389.23,1892.73,6885.71,2190.26,898.13,3652.87
2006/2/10,2065.85,3053.4,2616.91,7111.09,2546.4,1698.46,1377.21,1886.35,6981.62,2187.72,899.49,3706.47
2006/2/13,2054.15,3042.11,2607.39,7043.73,2548.67,1697.28,1350.25,1859.7,6831.34,2169.25,891.4,3707.45
2006/2/14,2070.14,3036.31,2621.84,7092.13,2579.64,1700.01,1387.38,1858.68,6803.95,2173.73,901.05,3744.03
2006/2/15,2071.61,3021.78,2631.3,7051.36,2580.28,1717.32,1389.43,1865.85,6917.11,2186.45,899.93,3730.62
2006/2/16,2070.28,3019.24,2641.35,6886.29,2574.18,1720.69,1395.42,1872.44,6867.53,2200.32,904.73,3719.66
2006/2/17,2074.63,3001.92,2668.33,6905.99,2582.94,1714.92,1400.73,1869.84,6853.69,2207.71,905.43,3710.84
2006/2/20,2092.48,3013.62,2679.42,7115.98,2596.3,1718.18,1416.82,1884.98,6988.67,2232.51,911.49,3725.52
2006/2/21,2096.46,3026.36,2671.14,7140.44,2598.04,1722.86,1409.53,1883.12,7058,2231.41,920.69,3735.13
2006/2/22,2103.23,3014.51,2684.2,7200.83,2609.8,1732.43,1394.68,1881.46,7352.91,2232.69,924.26,3740.07
2006/2/23,2122.88,2959.16,2718.91,7158.6,2628.51,1757.21,1404.22,1910.24,7324.94,2286.04,936.45,3806.81
2006/2/24,2124.12,2945.18,2722.41,7078.49,2638.76,1764.57,1390.07,1920.42,7281.54,2297.31,934.63,3799.05
2006/2/27,2133.31,2947.13,2729.16,7132.58,2652.41,1768.32,1398.6,1929.14,7294.29,2300.89,937.87,3832.38
2006/2/28,2127.64,2916.86,2723.3,7107.55,2652.78,1763.2,1439.94,1921.31,7209.92,2284.03,934.26,3789.32
2006/3/1,2118.67,2913.18,2722.32,7081.37,2636.96,1742.2,1424.05,1920.42,7147.03,2293.74,921.44,3802.38
2006/3/2,2131.8,2934.91,2744.12,7154.08,2639.18,1745.39,1448.22,1928.26,7325.94,2313.64,932.5,3802.8
2006/3/3,2126.68,2930.82,2735.77,7206.55,2625.93,1755.27,1441.03,1929.55,7404.35,2309.9,925.12,3812.48
2006/3/6,2124.29,2937.41,2719.47,7236.28,2620.72,1748.5,1426.88,1926.16,7469.88,2299.33,929.23,3806.62
2006/3/7,2091.48,2881.99,2681.52,7017.4,2598.14,1712.63,1404.41,1901.44,7153.2,2257.75,908.22,3742.06
2006/3/8,2067.35,2857.63,2614.68,6852.55,2571.12,1665.39,1388.58,1887.85,7059.33,2242.6,897.35,3735.2
2006/3/9,2071.3,2888.07,2635.56,6755.9,2575.89,1681.43,1399.81,1893.66,7105.5,2253.19,897.83,3722.84
2006/3/10,2063.01,2887.95,2658.76,6706.45,2557.11,1685.39,1401.23,1895.64,7223.25,2253.5,885.52,3725.3
2006/3/13,2080.37,2911.5,2660.25,6799.94,2579.35,1677.74,1438.37,1904.34,7322.04,2269.87,895.1,3739.15
2006/3/14,2080.12,2886.37,2660.3,6886.2,2578.89,1684.1,1435.56,1896.57,7196.01,2257.19,899.95,3748.06
2006/3/15,2106.81,2914.3,2674.86,6944.27,2603.09,1695.74,1451.77,1911.12,7313.79,2307.92,924.2,3791.61
2006/3/16,2110.82,2932.32,2674.52,6951.8,2599.11,1704.96,1466.36,1926.86,7450.02,2323.81,924.06,3792.22
2006/3/17,2119.67,2943.36,2712.05,6940.75,2601.4,1699.27,1491.12,1936.94,7370.29,2334,935.3,3788.04
2006/3/20,2132.82,2974.36,2716.15,7072.42,2612.51,1697.07,1479.65,1946.27,7353.8,2347.93,947.46,3796.57
2006/3/21,2140.15,2949.69,2714.63,7048.2,2634.28,1704.62,1472.86,1947.28,7347.45,2347.89,953.07,3818.14
2006/3/22,2110.65,2885.81,2680.96,7005.42,2599.54,1686.85,1444.49,1929.98,7240.98,2320.09,929.4,3801.96
2006/3/23,2127.52,2944.87,2717.68,7180.05,2606.3,1700.77,1467.75,1932.49,7333.99,2336.56,940.31,3817
2006/3/24,2128.76,2961.92,2722.31,7206.11,2603.88,1712.54,1478.88,1927.27,7379.7,2344.21,938.93,3816.91
2006/3/27,2149.15,2980.03,2759.35,7112.78,2625.67,1718.43,1505.15,1941.49,7524.2,2382.41,956.05,3847.8
2006/3/28,2151.84,2983.06,2752.44,6979.45,2623.33,1712.89,1509.02,1935.66,7461.58,2391.23,978.67,3835.82
2006/3/29,2142.35,2984.86,2746.33,6902.45,2607.14,1714.6,1531.46,1924.62,7443.02,2379.84,974.43,3840.66
2006/3/30,2160.93,3013.43,2771.58,7024.65,2617.39,1715.75,1554.45,1929.73,7556.12,2401.1,994.57,3855.74
2006/3/31,2155,3010.41,2760.26,7029.7,2619.23,1714.05,1531.91,1915.82,7605.74,2401.5,980.86,3866.03
2006/4/3,2186.63,3075.74,2802.13,7191.71,2635.89,1742.36,1561.91,1941.59,7844.22,2438.93,1010.73,3894.32
2006/4/4,2198.81,3098.01,2833.33,7185.78,2650.39,1708.82,1604.95,1952.79,7801.68,2449.83,1017.14,3888.73
2006/4/6,2236.48,3168.14,2926.41,7294.61,2668.27,1748.68,1620.13,2002.01,8127.56,2479.63,1054.31,3923.2
2006/4/7,2232.52,3154.75,2905.84,7287.77,2645.74,1748.81,1639.84,1999.28,7996.62,2484.24,1068.54,3928.41
2006/4/10,2231.19,3135.44,2922.21,7320.62,2632.29,1737.87,1634.37,1999.37,7887.62,2478.54,1079.48,3929.99
2006/4/11,2230.7,3137.22,2909.99,7366.55,2633.21,1727.47,1637.11,1995.45,8014.69,2475.62,1079.51,3890.84
2006/4/12,2205.34,3111.15,2897.49,7412.13,2611.09,1702.55,1599.67,1982.42,7939.81,2433.41,1045.47,3884.89
2006/4/13,2222.56,3117.59,2936.42,7416.74,2628.41,1711.25,1651.23,1995.01,8139.69,2457.93,1052.96,3898.49
2006/4/18,2252.11,3139.01,2968.76,7650.41,2653.14,1733.67,1661.47,2009.85,8621.33,2468.1,1079.97,3949.49
2006/4/19,2273.61,3156.19,2973.14,7887.47,2661.26,1724.53,1676.9,2039.25,8587.7,2513.28,1099.89,3918.96
2006/4/20,2287.15,3166.42,2959.59,8117.34,2673.94,1682.94,1669.32,2040.33,8783.57,2557.4,1102.65,3900.14
2006/4/21,2277.28,3148.28,2972.57,8033.25,2651.07,1698.58,1674.2,2046.73,8521.86,2574.2,1092.58,3909.22
2006/4/24,2243.67,3093.09,2949.53,7953.03,2611.5,1681.77,1639.39,2052.08,8374.34,2520,1065.11,3862.21
2006/4/25,2211.86,3049.69,2925.68,7679.79,2588.94,1674.35,1578.39,2020.46,8129.28,2463.19,1054.66,3842.78
2006/4/26,2227.77,3098.36,2937.19,7739.07,2597.82,1698.37,1620.14,2016.77,8303.21,2459.2,1078.15,3875.5
2006/4/27,2234.26,3113.08,2965.21,7605.69,2599.35,1697.5,1653.01,2024.03,8296.15,2493.58,1082.21,3874.47
2006/4/28,2229.39,3055.04,2940.85,7488.01,2617.21,1610.29,1655.72,2032.8,8231.55,2501.37,1064.24,3870.91
2006/5/2,2263.26,3107.84,2991.76,7711.52,2674.31,1612.8,1665.8,2051.44,8367.94,2543.77,1062.22,3877.23
2006/5/3,2285.71,3145.15,3003.9,7832.71,2699.03,1610.32,1660.36,2069.27,8370.03,2583.38,1075.23,3907.58
2006/5/4,2288.19,3129.44,2998.24,7921.74,2700.22,1626.95,1666.03,2063.95,8334.25,2587.12,1078.46,3911.47
2006/5/8,2328.64,3166.67,3004.32,8055.96,2761.71,1620.94,1690.32,2075.63,8474.35,2629.68,1109.88,3936.48
2006/5/9,2315.28,3157.05,2976.58,7953.69,2763.64,1621.97,1708.72,2037.49,8395.17,2551.75,1118.04,3905.73
2006/5/10,2312.28,3148.65,2985.38,7918.56,2791.75,1631.6,1736.71,2015.34,8470.48,2519.13,1093.55,3911.45
2006/5/11,2318.34,3148,3002.75,7978.96,2795.14,1588.57,1770.07,2017.31,8592.09,2505.05,1102.63,3905.86
2006/5/12,2293.65,3117.6,2983.12,7930.12,2779.54,1566.7,1758.97,1991.88,8526.24,2464.13,1073.44,3891.63
2006/5/15,2237.7,3030.3,2924.48,7593.54,2720.34,1547.66,1732.13,1959.54,8274.1,2389.08,1039.79,3852.59
2006/5/16,2220.47,3028.62,2883.94,7443.77,2704.56,1566.81,1729.62,1944.7,7944.35,2383.47,1028.51,3845.46
2006/5/17,2253.97,3085.56,2914.99,7631.91,2749.41,1575.41,1756.45,1951.36,8217.26,2418.98,1046.13,3851.43
2006/5/18,2204.7,3010.93,2849.19,7362.12,2711.19,1536.78,1678.7,1910.14,7878.11,2361.04,1014.4,3808
2006/5/19,2207.53,3018.96,2851.86,7433.46,2714.95,1518.55,1687.71,1907.15,7798.54,2356.79,1018.15,3788.17
2006/5/22,2126.63,2905.97,2764.15,7042.23,2627.87,1458.05,1595.71,1862.89,7085.63,2288.14,962.47,3717.53
2006/5/23,2131.39,2895.34,2751.32,7152.86,2627.53,1466.75,1594.83,1862.39,7294.64,2292.18,971.37,3708.03
2006/5/24,2132.41,2886.56,2768.61,7174.21,2635.59,1469.38,1629.49,1863.57,7336.03,2291.66,958,3695.49
2006/5/25,2113.25,2832.52,2738.2,7019.64,2611.91,1451.33,1669.21,1842.05,7051.08,2274.01,956.36,3664.01
2006/5/26,2135.22,2898.54,2771.35,7146.54,2617.81,1475.99,1651.19,1859.89,7269.53,2323.47,974.53,3690.08
2006/5/29,2147.61,2912.17,2798.47,7225.12,2632.77,1451.48,1666.25,1859.61,7360.52,2322.39,986.12,3693.46
2006/5/30,2144.38,2877.26,2792.47,7107.66,2642.17,1441.25,1768.37,1855.03,7466.61,2323.25,967.76,3659.88
2006/6/1,2116.18,2835.99,2771.99,6910.45,2609.01,1406.51,1748.89,1836.15,7168.55,2301.26,954.48,3627.81
2006/6/2,2149.73,2875.61,2805.1,6984.76,2646.85,1443.64,1746.4,1856.46,7279.86,2333.73,991.23,3634.58
2006/6/5,2168.7,2894.65,2823.05,7048.92,2674.22,1423.85,1709.3,1864.75,7199.81,2354.4,1013.63,3632.14
2006/6/6,2160.85,2873.46,2818.84,7025.87,2668.02,1444.17,1682.67,1857.13,7211.15,2342.29,1006.06,3657.54
2006/6/7,2136.56,2830.14,2778.1,6902.72,2655.21,1426.27,1617.08,1837.53,7122.38,2305.11,992.31,3624.17
2006/6/8,2077.42,2735.91,2701.17,6585.3,2605.45,1382.98,1533.35,1799.26,6674.73,2228.67,956.34,3567.59
2006/6/9,2089.48,2750,2743.41,6525.02,2606.37,1388.53,1583.42,1813.46,6704.95,2232.25,974.79,3600.02
2006/6/12,2084.73,2721.1,2740.32,6460.35,2596.75,1379.98,1583.57,1818.58,6718.55,2218.02,979.86,3610.87
2006/6/13,2023.86,2630.55,2640.92,6205.19,2544.63,1349.53,1499.88,1774.02,6419.98,2156.86,932.32,3573.68
2006/6/14,2015.29,2626.91,2603.06,6126.97,2534.22,1361.36,1457.53,1765.38,6450.06,2149.84,939.56,3555.56
2006/6/15,2045.83,2661.21,2646.03,6388.82,2565.5,1408.77,1500.4,1785.76,6585.48,2175.45,952.08,3579.64
2006/6/16,2108.53,2765.6,2735.69,6756.45,2625.25,1445.29,1542.95,1824.53,6948.63,2247.66,992.97,3610.94
2006/6/19,2086.99,2741.54,2710.34,6679.07,2601.93,1415.49,1490.42,1818.97,6756.52,2217.35,980.83,3611.31
2006/6/20,2061.22,2699.63,2677.72,6515.8,2579.55,1376.49,1438.53,1804.64,6588.93,2175.99,969.9,3611.4
2006/6/21,2068.12,2698.12,2681.81,6618.59,2577.95,1386.25,1432.04,1806.63,6660.28,2177.47,985.78,3607.64
2006/6/22,2092.55,2737.45,2727.15,6696.44,2600.4,1404.42,1458.46,1827.69,6801.08,2201.49,1002.75,3628.38
2006/6/23,2092.55,2730.4,2713.52,6716.35,2604.28,1388.79,1486.7,1825.02,6872.17,2198.58,998.16,3627.64
2006/6/26,2098.71,2732.82,2718.97,6782.71,2605.06,1384.41,1524.45,1824.14,6974.44,2195.16,1006.16,3639.78
2006/6/27,2101.75,2744.98,2724.99,6845.17,2608.43,1398.31,1508.99,1822.62,7073.21,2201.05,1005.22,3632.52
2006/6/28,2103.89,2744.54,2728.02,6919.23,2618.58,1390.11,1501.25,1818.05,7047.87,2191.02,1002.57,3634.45
2006/6/29,2128.46,2781.86,2763.78,7021.38,2647.77,1402.49,1558.45,1843.83,7089.19,2216.86,1009.61,3638.82
2006/6/30,2182.73,2860.94,2847.65,7267.06,2691.59,1425.17,1565.13,1886.18,7409.59,2301.59,1047.37,3720.63
2006/7/3,2191.01,2879.92,2847.02,7303.73,2697.33,1421.47,1578.06,1897.68,7494.99,2303.35,1056.86,3725.46
2006/7/4,2195.76,2892.95,2861.25,7349.41,2698.69,1434.81,1582.17,1901.6,7499.45,2301.31,1059.47,3759.77
2006/7/5,2175.25,2869.05,2840.03,7337.08,2670.96,1421.22,1558.87,1883.3,7338.07,2286.01,1046.9,3727.51
2006/7/6,2195.03,2896.83,2860.87,7412.8,2688.7,1449.89,1551.83,1899.43,7499.82,2298.04,1068.21,3759.84
2006/7/7,2198.65,2905.15,2861.78,7423.25,2703.47,1431.11,1555.75,1890.54,7592.85,2289.75,1068.24,3754.44
2006/7/10,2210.28,2957.84,2862.52,7427.29,2725.59,1437.53,1538.31,1895.49,7624.41,2290.38,1077.98,3753.03
2006/7/11,2200.62,2928.95,2862.06,7404.66,2714.05,1443.02,1561.46,1885.14,7535.95,2282.59,1066.98,3748.05
2006/7/12,2206.79,2922.57,2879.55,7433.94,2718.06,1450.09,1569.7,1885.8,7611.45,2289.88,1073.36,3754.49
2006/7/13,2177.17,2878.97,2854.12,7342.74,2682.78,1443.64,1536.44,1863.19,7476.54,2265.89,1051.31,3729.11
2006/7/14,2153.69,2823.68,2804.98,7311.25,2657.8,1440.82,1511.08,1850.89,7452.77,2243.51,1033.4,3710.54
2006/7/17,2137.97,2792.11,2775.26,7274.26,2637.74,1416.68,1464.84,1838.86,7356.43,2226.49,1032.27,3703.59
2006/7/18,2138.41,2779.5,2772.93,7190.19,2642.47,1425.04,1477.12,1839.39,7404.51,2230.34,1032.6,3704.81
2006/7/19,2143.59,2770.13,2774.59,7242.85,2648.31,1419.13,1483.76,1841.16,7362.53,2228.04,1041.27,3703.75
2006/7/20,2192.13,2824.02,2814.23,7399.68,2696.2,1433.66,1563.04,1877.91,7474.35,2297.78,1079.19,3720.28
2006/7/21,2186.95,2816.1,2830.52,7451.8,2681.43,1444.76,1547.9,1874.88,7429.18,2292.81,1075.54,3729.51
2006/7/24,2185.27,2789.69,2834.49,7419.44,2682.89,1428.66,1521.88,1876.72,7315.85,2289.27,1078.57,3737.77
2006/7/25,2196.92,2769.92,2858.2,7497.38,2692.87,1436.41,1546.58,1884.4,7311.46,2313.22,1084.01,3751.3
2006/7/26,2200.64,2791.29,2857.14,7472.78,2696.7,1436.4,1543.45,1889.01,7281.29,2323.76,1087.69,3750.87
2006/7/27,2234.83,2809.82,2885.52,7578.89,2721.83,1442.77,1576.17,1911.54,7396.14,2360.5,1132.64,3783.59
2006/7/28,2238.51,2800.9,2871.23,7622.58,2718.6,1441.58,1602.84,1909.63,7321.74,2350.21,1151.61,3776.77
2006/7/31,2240.5,2785.58,2886.27,7578.71,2722.84,1436.79,1614.65,1909.98,7296.02,2360.01,1151.22,3777.78
2006/8/1,2229.74,2783.29,2866.49,7535.89,2712.41,1424.73,1617.23,1909.16,7254.62,2356.31,1134.81,3777.27
2006/8/2,2240.93,2790.28,2876.83,7586.72,2722.19,1413.35,1611.97,1933.43,7292.52,2374.82,1140.21,3794.11
2006/8/3,2251.55,2785.21,2889.67,7657.3,2746.75,1413.29,1607.3,1938.58,7317.53,2387.44,1136.59,3805.48
2006/8/4,2233.52,2754.16,2860.51,7578.79,2737.78,1392.7,1599.3,1911.72,7290.17,2366.37,1120.44,3781.27
2006/8/7,2240.83,2766.11,2851.17,7665.96,2746.64,1390.47,1580.9,1921.58,7288.52,2369.16,1128.01,3784.54
2006/8/8,2251.32,2777.53,2854.04,7724.33,2753.33,1409.36,1609.93,1919.64,7381.58,2378.19,1142.23,3784.92
2006/8/9,2288.15,2784.65,2900.82,7863.11,2778.13,1420.59,1670.64,1946.44,7437.7,2415.84,1186.17,3827.13
2006/8/10,2275.8,2761.83,2883.49,7900.77,2764.52,1406.39,1660.71,1927.02,7424.72,2398.71,1177.81,3810.99
2006/8/11,2281.76,2785.01,2904.21,7947.67,2765.36,1375.99,1658.66,1936.31,7454.68,2411.8,1179.53,3815.25
2006/8/14,2285.72,2811.2,2886.19,8028.03,2764.93,1367.28,1697.41,1946.46,7406.34,2413.42,1179.73,3812.17
2006/8/15,2283.81,2808.96,2885.24,7950.91,2763.44,1356.48,1693.85,1944.89,7388.99,2423.55,1176.81,3835.3
2006/8/16,2308.1,2861.26,2916.11,8008.37,2774.81,1358.8,1735.29,1961.64,7460.7,2468.81,1199.14,3876.93
2006/8/17,2299.74,2865.02,2924.27,7846.57,2765.06,1368.78,1751.58,1957.93,7413.97,2473.68,1187.92,3881.21
2006/8/18,2294.02,2889.61,2926.09,7714.8,2757.87,1382.41,1755.7,1962.53,7370.31,2463.1,1183.4,3890.29
2006/8/21,2256,2857.25,2880.1,7616.63,2726.61,1358.13,1719.98,1941.61,7229.4,2406.56,1145.9,3836.8
2006/8/22,2275.16,2870.71,2895.02,7824.03,2739.69,1349.85,1747.73,1955.6,7303.89,2430.7,1158.49,3852.54
2006/8/23,2266.1,2872.7,2889.89,7802.09,2725.58,1362.5,1730.39,1952.57,7277.16,2421.49,1150.24,3866.79
2006/8/24,2243.33,2839.11,2871.81,7698.84,2710.04,1365.51,1716.86,1920.36,7297.55,2392.43,1127.07,3864.38
2006/8/25,2248.21,2846.59,2863.16,7698.92,2715.91,1358.92,1735.86,1913.97,7274.02,2392.58,1138.87,3859.49
2006/8/28,2243.78,2844.1,2854.94,7690.95,2711.27,1361.21,1740.49,1889.09,7303.82,2387.66,1140.83,3853.82
2006/8/29,2265.3,2885.82,2870.34,7712.38,2731.17,1397.94,1778.68,1899.36,7478.2,2414.6,1160.68,3869.23
2006/8/30,2283.44,2905.7,2891.67,7722.49,2742.91,1395.78,1784.07,1914.31,7482.26,2447.24,1182.23,3907.35
2006/8/31,2291.89,2930.71,2891.29,7714.45,2749.5,1415.56,1791.59,1928.58,7465.93,2464.77,1187.89,3923.4
2006/9/1,2299.9,2954.47,2910.11,7704.31,2748.11,1438.88,1873.41,1927.63,7398.64,2480.84,1192.82,3945.01
2006/9/4,2320.87,2996.45,2946.98,7798.03,2768.13,1483.79,1929.69,1935.06,7556.27,2492.52,1203.47,3980.12
2006/9/5,2313.96,2990.17,2940.31,7762.66,2763.92,1473.23,1936.41,1918.78,7610.13,2481.51,1196.94,3981.92
2006/9/6,2298.06,3001.59,2925.81,7627.93,2754.28,1471.18,1916.92,1901.42,7683.6,2463.8,1178.46,3977.1
2006/9/7,2283.27,2996.1,2911.93,7481.98,2742.4,1450.69,1878.54,1892.28,7758.83,2455.47,1166.43,3964.43
2006/9/8,2289.36,2985.13,2904.19,7495.28,2740.51,1452.6,1893.87,1894.83,7741,2476.72,1179.94,3972.83
2006/9/11,2266.41,2968.24,2883.68,7315.96,2724.09,1458.62,1849.98,1880.87,7579.49,2460.94,1160.22,3921.31
2006/9/12,2277.27,3000.56,2892.84,7315.8,2730.56,1487.58,1898.4,1888.8,7479.97,2466.56,1176.63,3905.19
2006/9/13,2291.76,3028.13,2920.72,7308.69,2740.46,1500.65,1929.71,1894.81,7580.43,2478.85,1192.08,3944.36
2006/9/14,2289.04,3051.49,2905.3,7370.25,2741.09,1493.47,1935.76,1886.59,7695.66,2469.45,1181.35,3939.24
2006/9/15,2293.03,3073.2,2908.77,7347.91,2743.38,1515.38,1945.96,1891.63,7690.85,2480.53,1181.46,3963.71
2006/9/18,2311.68,3113.17,2942.88,7406.45,2749.37,1537.57,1977.92,1908.96,7791.36,2510.43,1197.76,4005.65
2006/9/19,2310.85,3142.62,2946.17,7474.33,2748.06,1551.74,1984.84,1898.32,7812.44,2510.11,1190.8,3987.17
2006/9/20,2324.6,3140.94,2954.63,7455.27,2762.42,1539.52,1985.29,1896.1,7779.63,2513.49,1223.53,3986.5
2006/9/21,2343.7,3198.51,2958.32,7374.06,2786.31,1551.84,1994.12,1896.7,8079.66,2525.93,1250.75,3984.92
2006/9/22,2341.43,3200.57,2943.95,7401.97,2786.58,1535.44,1974.72,1893.42,8048.23,2515.27,1253.14,3966.52
2006/9/25,2332.88,3168.98,2937.37,7312.99,2784.13,1536.93,1954.86,1888.81,8024.76,2488.87,1252.01,3961.14
2006/9/26,2302.04,3159.58,2918.57,7233.5,2755.56,1536.06,1917.64,1875.9,7789.44,2449.38,1215.02,3948.66
2006/9/27,2327.73,3175.03,2935.72,7289.95,2788.26,1562.68,1910.78,1886.78,7830.38,2474.22,1243.6,3979.02
2006/9/28,2332.47,3174.51,2931.38,7360.72,2791.36,1566.11,1917.95,1884.91,7938.88,2482.92,1245.02,4003.02
2006/9/29,2335.32,3177.17,2936.98,7407.7,2791.98,1562.9,1944.86,1882.61,7919.59,2486.81,1247.46,3982.64
2006/10/3,2347.5,3205.16,2950.49,7375.93,2812.23,1569.98,1965.08,1875.43,7878.03,2488.02,1262.61,3994.01
2006/10/4,2348.69,3234.1,2936.27,7147.52,2819.52,1538.93,1976.14,1870.09,7848.34,2477.45,1280.5,3987.74
2006/10/5,2377.57,3250.32,2948.44,7217.81,2857.06,1544.42,1994.17,1886.95,7923.37,2510.15,1306.01,4021.99
2006/10/6,2375.72,3243.95,2943.17,7233.53,2861.6,1523.97,1985.62,1896.26,7968.35,2505.46,1296.98,3990.99
2006/10/9,2348.54,3228.49,2929.46,7173.16,2826.48,1522.2,1939.9,1882.99,7975.5,2472.23,1274.03,3971.68
2006/10/10,2368.13,3260.23,2938.5,7216.1,2858.91,1515.14,1949,1892.09,8050.49,2479.66,1288.73,3981.08
2006/10/11,2374.33,3276.85,2957.39,7274.95,2865.5,1515.54,1938.51,1893.19,8144.35,2468.97,1295.47,3991.76
2006/10/12,2381.77,3270.08,2960.8,7304.79,2881.49,1517.18,1959.02,1890.61,8229.86,2466.81,1297.78,4004.75
2006/10/13,2398.09,3288.2,2941.42,7396.37,2904.04,1509.2,1983.68,1902.34,8254.19,2471.14,1315.46,4008.17
2006/10/16,2399.85,3275.09,2931.84,7513.54,2897.07,1491.07,2010.3,1900.18,8227.27,2471.39,1321.79,4017.35
2006/10/17,2400.43,3250.17,2928.94,7547.03,2900.01,1477.3,2035.62,1892.88,8278.8,2458.93,1325.14,4012.04
2006/10/18,2405.83,3251.68,2943.32,7576.03,2907.7,1473.03,2007.86,1894.06,8311.69,2473.21,1327.36,4020.36
2006/10/19,2405.51,3255.38,2953.22,7569.7,2903.43,1452.2,1999.99,1894.91,8361.14,2497.06,1320.05,4030.5
2006/10/20,2424.31,3273.31,2964.64,7617.31,2924.21,1464.98,2038.51,1913.83,8391.42,2530.84,1327.56,4061.34
2006/10/23,2416.23,3270.91,2970.76,7568.24,2907.45,1469.03,2041.87,1911.96,8452.76,2522.68,1325.65,4025.67
2006/10/24,2422.38,3280.23,2980.71,7593.9,2907.17,1471.77,2053.89,1913.13,8429.99,2518.88,1341.52,4036.71
2006/10/25,2424.24,3278.44,2985.79,7604.68,2906.8,1475.95,2054.36,1907.46,8431.16,2517.88,1348.46,4043.79
2006/10/26,2443.78,3305.69,2985.66,7694.4,2913.37,1487.76,2051.86,1911.1,8564.69,2528.95,1392.43,4049.33
2006/10/27,2426.4,3296.4,2977.09,7607.78,2877.53,1473.49,2040.25,1901.42,8466.19,2517.03,1390.12,4072.96
2006/10/31,2433.22,3322.86,2991.48,7640.6,2873.74,1453.01,2019.44,1901.6,8551.27,2523.3,1405.5,4121.18
2006/11/1,2454.32,3372.77,3004.08,7686.57,2902.37,1489.8,2067.28,1912.95,8753.81,2539.41,1412.3,4151.14
2006/11/2,2485.63,3425.25,3014.64,7686.33,2932.4,1522.3,2102.84,1930.04,8992.22,2558.75,1454.44,4190.28
2006/11/3,2492.3,3438.57,3016.83,7666.91,2929.65,1523,2124.25,1922.17,9104.18,2584.67,1469.71,4181.49
