3634.74,3683.5336,-1.5112,3688.4588,36.6822,-56.3027,44.5689,3686.1540000000005,-73.45,0.0556,-1.3545,22.9202,3728.5282,-0.0125,0.0283,0.2063
3644.6,3675.3499,-1.1546,3686.5046,31.6348,-42.4609,40.5391,3670.798,-76.78,0.0181,-1.1875,30.4491,3723.5175,-0.0137,0.0169,0.2088
3616.47,3664.4703,-1.7578,3683.5869,22.3166,-64.7545,30.4857,3651.688,-104.91,-0.0654,-1.7442,22.8186,3718.7072,-0.0199,0.0022,0.2396
3644.76,3661.3836,-0.9088,3681.8215,15.6482,-31.8627,31.1922,3641.592,-76.62,-0.0988,-1.3698,40.7403,3714.0893,-0.0171,-0.0108,0.2296
3662.54,3660.6473,-0.3512,3680.7635,8.5004,-11.5836,36.3196,3640.6220000000003,-49.48,-0.1446,-0.745,49.5716,3709.6561,-0.0123,-0.0201,0.2225
3659.16,3662.7035,-0.3735,3679.9473,1.1788,-10.5209,38.8527,3645.506,-36.08,-0.1925,-1.318,47.9418,3705.4763,-0.0167,-0.0268,0.2217
3647.9,3661.7102,-0.5443,3678.7023,-8.3784,-16.3,38.2309,3646.1659999999997,-19.49,-0.2954,-1.6259,42.3725,3701.4636,-0.0173,-0.0326,0.2168
3688.06,3665.4736,0.5966,3677.9115,-13.5166,26.8891,57.8401,3660.4840000000004,43.46,-0.3198,-0.8954,61.5095,3697.8203,-0.0019,-0.0333,0.2039
3689.12,3670.2283,0.6993,3677.4638,-16.052,30.0309,66.8799,3669.3559999999998,72.65,-0.3812,-0.8669,61.9101,3704.32,0.0059,-0.0307,0.2036
3699.1,3676.8793,1.0014,3678.7942,-14.7726,39.66,75.8405,3676.6679999999997,54.34,-0.447,-0.5987,65.9181,3705.35,0.0174,-0.0252,0.2111
3668.93,3674.9607,0.2377,3677.6596,-12.6306,9.35,70.1067,3678.6220000000003,6.39,-0.4762,-1.1608,47.7074,3713.91,0.0066,-0.0211,0.20199999999999999
3678.54,3674.8557,0.4747,3678.3062,-10.9804,14.9782,68.6831,3684.75,19.38,-0.4683,-0.4519,52.7019,3711.4696,0.0169,-0.0171,0.213
3702.66,3679.1492,0.9774,3679.4465,-4.7254,33.82,74.5067,3687.67,54.76,-0.3443,0.9617,63.2684,3707.9146,0.0156,-0.011000000000000001,0.2173
3675.62,3679.7405,0.1694,3678.3627,-3.0768,1.4027,67.2958,3684.97,-12.44,-0.2441,0.8511,48.6479,3712.6,0.0036,-0.0067,0.2217
3625.28,3672.1682,-1.2223,3676.4946,-6.6106,-47.1664,47.9707,3670.2059999999997,-63.84,-0.1732,0.2436,32.0843,3708.9772,-0.0093,-0.0086,0.2048
3662.86,3667.5331,-0.2393,3675.6565,-6.1326,-9.6155,47.9037,3668.992,-36.24,-0.1092,0.4966,47.9578,3701.5526,0.0041,-0.0105,0.2021
3679.51,3668.4864,0.1756,3675.3146,-2.7628,5.1845,53.5373,3669.1859999999997,10.58,-0.0613,0.4633,53.7099,3694.722,-0.0023,-0.0105,0.2074
3670.67,3671.9791,-0.0912,3674.93,-4.797,-5.7255,54.2783,3662.788,1.74,-0.0247,0.222,50.1765,3689.0,-0.005,-0.0102,0.2082
3717.43,3678.6884,1.0222,3675.7781,-3.335,38.3645,65.7626,3671.15,48.5,0.1097,1.4987,64.8532,3640.08,0.0049,-0.0051,0.1919
3727.72,3685.9065,1.2109,3677.2277,-1.9414,45.1455,74.73,3691.638,58.79,0.16,1.7796,67.3899,3641.8842,0.0158,0.0036,0.2025
3719.02,3694.4398,0.9065,3677.6504,2.7398,34.6345,78.2993,3702.87,50.09,0.21600000000000003,1.5421,62.7918,3645.6708,0.0109,0.0131,0.2048
3674.54,3690.4502,-0.245,3676.3562,3.1856,-10.3555,68.3622,3701.8759999999997,5.61,0.1957,0.3276,44.2632,3649.3059999999996,-0.0076,0.018000000000000002,0.191
3684.86,3687.3252,-0.0009,3674.9515,1.6238,-0.61,64.5951,3704.7140000000004,6.32,0.2698,0.7023,48.4946,3652.7958,0.0025,0.0207,0.1935
3692.08,3686.5116,0.1644,3674.1846,3.0460000000000003,7.5718,61.031000000000006,3699.6440000000002,-10.58,0.3211,1.2111,51.5807,3656.1459,0.0181,0.0227,0.1912
3650.25,3680.7579,-0.853,3672.4542,6.2618,-31.9518,43.8036,3684.15,-25.37,0.2499,-1.0252,36.4125,3694.78,-0.0034,0.0198,0.1822
