904.54,917.0855,-2.0301,921.295,29.1202,-19.9445,29.3149,915.064,-32.93,0.2154,-0.6076,35.6371,935.9692,-0.0206,0.0939,0.2315
925.11,917.8153,0.062,921.6708,27.8366,0.0764,42.1504,912.456,-13.04,0.31,0.6572,55.4577,934.3368,-0.0142,0.0762,0.2149
932.59,921.1118,0.7483,922.2042,25.5486,6.7364,56.3536,914.306,-5.56,0.3737,0.9766,60.7342,932.7698,-0.0038,0.0671,0.2176
931.51,924.0076,0.5597,922.5112,23.4704,6.2864,65.7539,917.7819999999999,-6.64,0.4117,-0.7385,59.5127,904.54,-0.0083,0.0631,0.2186
939.9,926.4231,1.4521,923.2623,21.6774,14.3345,77.1693,926.73,16.56,0.3437,0.4016,65.9051,905.1010000000001,0.0026,0.0654,0.2143
930.02,927.3307,0.441,923.7312,19.0478,5.3,77.4185,931.826,15.89,0.2382,-0.9901,53.8832,906.493,-0.0087,0.0674,0.2101
940.21,929.5433,1.5334,924.0342,16.9834,15.2409,84.9456,934.846,45.05,0.2135,0.2923,62.3771,907.8292,0.0179,0.0728,0.2045
945.24,931.2871,2.0052,923.8692,17.0868,19.6264,89.9638,937.3760000000001,20.13,0.301,0.7557,66.0779,909.7721,0.0329,0.0816,0.2026
949.89,934.1247,2.3989,924.1781,18.7486,21.8627,93.3092,941.052,17.3,0.3728,1.2514,69.4154,912.6095,0.0576,0.0934,0.2117
949.4,936.6948,2.1071,925.4388,22.2898,18.1664,94.8803,942.952,17.89,0.4699,1.1992,68.5624,916.3376,0.0473,0.1058,0.2264
929.06,935.5121,-0.214,925.4365,23.3636,-5.2555,63.2535,942.76,-10.84,0.6032,0.6195,42.5297,919.6928,0.0043,0.1093,0.2151
913.37,932.2541,-2.0588,925.9558,21.1868,-21.7482,42.169,937.3919999999999,-16.65,0.7092,-0.0831,31.4692,949.89,-0.0206,0.1005,0.2235
930.37,931.0534,-0.4656,927.1369,19.2782,-5.2264,43.6293,934.418,-9.84,0.8115,3.9334,48.7863,949.1596,-0.0012,0.0914,0.2194
933.94,931.4219,-0.1623,928.2962,17.8448,-1.7791,47.8613,931.2280000000001,-11.3,0.7656,0.9545,51.8522,948.4438,-0.0063,0.0836,0.2446
916.94,929.9982,-1.8428,928.7288,14.609000000000002,-17.4545,35.166,924.7360000000001,-32.95,0.5808,-1.6781,38.6354,947.7423,-0.0141,0.0701,0.2275
920.57,927.7211,-1.3579,929.1327,12.7236,-12.0673,30.0158,923.038,-28.83,0.4404,-1.1744,42.3976,947.0549,-0.0209,0.0552,0.228
920.28,925.6191,-1.2159,929.1792,9.9386,-11.4718,26.3176,924.42,-8.78,0.2607,-2.0875,42.1499,946.4526,-0.0264,0.0402,0.2296
915.63,925.0906,-1.5884,928.8738,6.122999999999999,-13.8873,19.6359,921.472,-13.43,0.1649,-2.5822,37.8899,945.8623,-0.0361,0.024,0.2293
933.28,926.0638,0.3709,928.6754,3.4160000000000004,4.85,45.3544,921.34,4.22,0.1243,-0.7043,57.4689,944.653,-0.017,0.015,0.2213
940.63,927.9752,1.2032,928.8481,1.4856,13.0418,63.5696,926.078,11.57,0.0644,0.0777,63.2569,943.4921,0.0123,0.0138,0.2188
935.0,929.9989,0.732,928.6819,1.435,8.7209,68.2064,928.9639999999999,5.94,-0.0513,-0.5213,56.2238,942.3776,0.0231,0.015,0.2272
913.94,927.2743,-1.2225,927.7769,1.3668,-10.9645,45.4709,927.696,-15.12,-0.273,-2.762,37.5056,941.3077,-0.0177,0.0094,0.2107
921.7,925.6815,-0.3177,927.1442,0.255,-3.9618,40.0055,928.91,8.33,-0.2711,-0.8946,45.5248,939.6657,-0.0131,0.003,0.2071
911.04,923.6104,-1.4499,926.6712,-2.1158,-12.8645,26.6703,924.462,-19.33,-0.24100000000000002,-3.1025,37.5764,938.1221,-0.0064,-0.0077,0.2004
893.86,919.4227,-2.989,925.8915,-3.95,-26.4009,17.7802,915.1080000000001,-40.08,-0.4874,-5.4357,28.0912,935.9556,-0.028999999999999998,-0.027000000000000003,0.1935
898.13,914.6606,-2.2089,926.0058,-5.8498,-20.4209,14.8967,907.7339999999999,-18.81,-0.8263,-5.4491,33.1259,931.7460000000001,-0.0241,-0.0485,0.2008
899.49,911.5102,-1.9055,925.8115,-7.5442,-17.1445,13.9437,904.8439999999999,-21.08,-0.965,-5.257000000000001,34.8688,927.9574,-0.0176,-0.0693,0.2066
891.4,909.3405,-2.5293,924.515,-9.3246,-22.6091,9.2958,898.784,-28.88,-1.0916,-4.0536,29.3993,924.5477,-0.0449,-0.0913,0.2247
