1829.13,1831.6975,-0.0281,1829.9096,29.2774,-2.9382,57.8812,1836.638,-16.36,-0.0145,1.4504,47.2933,1809.99,0.0133,14.5265,0.0581,0.1501
1852.45,1834.0724,1.0189,1830.2135,32.861999999999995,17.07,68.7266,1837.418,3.9,0.1938,2.006,64.8933,1813.0812,0.0136,14.9072,0.0593,0.1542
1860.03,1838.9715,1.2297,1830.8331,34.4236,19.6345,71.6982,1840.6860000000001,11.48,0.3593,3.0567,68.9389,1817.4681,0.0151,15.7737,0.0638,0.1943
1875.08,1846.1736,1.7249,1831.8608,36.7278,30.3436,80.8428,1847.64,26.53,0.6198,2.6131,75.63,1824.3047,0.0166,17.6419,0.0728,0.2331
1902.65,1855.2239,2.8703,1834.585,40.0356,51.4855,83.8503,1863.868,58.96,0.8098,3.8598,83.4617,1831.4931,0.03,22.2834,0.0892,0.2944
1905.95,1864.7649,2.7062,1837.9958,42.9852,49.1464,85.5807,1879.2320000000002,65.64,0.9556,3.364,84.1914,1844.5502,0.0301,25.8702,0.1094,0.3049
1905.42,1872.4593,2.3949,1840.6877,45.028,43.1682,86.2748,1889.826,83.91,1.0838,3.2474,83.4815,1857.7279,0.0324,28.9243,0.1299,0.3197
1918.87,1879.0804,2.7799,1843.6,49.2014,50.2255,89.5665,1901.594,66.42,1.2518,3.8041,86.8564,1869.9523,0.0409,32.6036,0.1516,0.36
1938.55,1887.9642,3.4186,1847.4812,55.97,61.2818,92.7743,1914.2879999999998,78.52,1.4398,4.8687,90.3267,1880.6079,0.0604,37.3272,0.1758,0.4179
1936.67,1896.4056,2.8930000000000002,1851.7592,64.4208,50.6418,93.0072,1921.092,61.59,1.6183,4.7669999999999995,87.6731,1892.4063,0.0555,40.7711,0.19899999999999998,0.4254
1908.64,1898.1596,1.0979,1854.3765,69.9944,14.6909,81.9801,1921.63,5.99,1.7764,3.5228,57.468,1902.585,0.0294,42.1316,0.2137,0.3979
1908.74,1898.474,0.7154,1858.2277,73.0554,7.5536,73.4633,1922.2939999999999,2.79,1.9499,3.7184,57.5307,1943.3,0.0255,42.3479,0.2216,0.4122
1939.45,1903.8703,1.8418,1862.8588,77.0796,30.3545,80.0797,1926.41,34.03,2.18,6.4748,72.4715,1942.1486,0.0332,44.346000000000004,0.23,0.3965
1931.13,1909.2294,1.057,1866.9138,78.9048,15.5709,75.0333,1924.9260000000002,12.26,2.3035,4.2473,65.0334,1955.64,0.0147,45.5663,0.2357,0.4252
1911.34,1910.3742,-0.2019,1871.1808,76.8802,-7.5155,62.2332,1919.86,-27.21,2.2988,2.7586,50.2984,1954.2418,0.0028,44.3151,0.2347,0.4133
1930.7,1911.8658,0.5655,1876.0931,76.1666,9.2945,62.9306,1924.2720000000002,-5.97,2.2788,2.9663,60.7407,1952.8716,0.0131,43.5552,0.2325,0.3983
1928.01,1913.99,0.315,1880.4004,75.7808,4.5991,62.113,1928.126,19.37,2.1621,1.3329,58.6849,1951.7175,0.0047,42.9345,0.2284,0.418
1926.52,1917.4096,0.1482,1885.0796,73.4048,1.1909,60.8575,1925.54,17.88,2.0061,1.2546,57.3937,1950.5866,-0.0062,41.0342,0.2223,0.4136
1953.11,1921.9772,1.3211,1889.9173,71.2342,24.6682,71.7056,1929.9360000000001,44.47,1.9571,2.6521,71.039,1918.2,0.0084,41.3539,0.2197,0.4374
1945.4,1925.6144,0.8055,1894.2812,68.6772,16.3355,75.3751,1936.7479999999998,36.76,1.8433,2.2469,63.9164,1918.9934,0.0189,40.9904,0.217,0.3923
1936.15,1928.3131,0.3366,1897.8285,68.404,7.1327,72.0363,1937.838,27.51,1.6493,1.7607,55.854,1919.7709,0.0142,40.4661,0.2119,0.4083
1902.57,1922.8323,-1.2582,1900.0238,65.6176,-25.8955,51.9583,1932.75,-6.07,1.3904,-0.0042,36.0463,1957.87,-0.019,39.0921,0.1984,0.3747
1908.09,1919.5877,-0.9694,1902.3138,60.2852,-20.3164,43.3164,1929.0639999999999,-0.65,1.2692,0.1123,40.2277,1956.6502,-0.0119,37.7299,0.18100000000000002,0.3817
1906.81,1917.1698,-1.0275,1904.7415,55.8126,-18.6291,36.9212,1919.8039999999999,-32.64,1.1349,0.0729,39.5089,1954.007,-0.0024,35.8642,0.1615,0.382
1895.86,1914.0122,-1.41,1906.8781,53.2052,-26.3727,28.0646,1909.896,-35.27,0.8370000000000001,-1.1991,33.3852,1951.4695,-0.018000000000000002,33.5417,0.1393,0.3734
1892.73,1910.1572,-1.4087,1909.6173,48.4446,-27.8109,21.2833,1901.2120000000002,-18.61,0.5291,-2.3636,31.6999,1947.7033,-0.0183,29.0679,0.1158,0.3753
1886.35,1906.1307,-1.6343,1911.8181,43.43,-30.1591,16.3873,1897.9679999999998,-44.35,0.3063,-2.5983,28.2158,1942.8695,-0.0209,24.7337,0.0913,0.3721
1859.7,1899.6918,-2.7239,1912.0969,36.5212,-50.5991,13.6913,1888.29,-68.31,-0.0168,-2.5641,18.192999999999998,1936.7125,-0.0478,24.0955,0.0624,0.34299999999999997
1858.68,1892.8931,-2.4826,1912.045,26.541,-45.4518,11.7204,1878.664,-49.41,-0.3173,-2.6227,17.901,1926.4174,-0.0446,24.2088,0.0323,0.2836
1865.85,1887.7965,-1.8459999999999999,1911.69,17.6144,-30.3491,16.133,1872.662,-40.96,-0.5654,-3.7949,27.6922,1917.3577,-0.0363,24.8085,0.0046,0.2788
1872.44,1885.8581,-1.1498,1910.5281,10.5032,-17.1264,22.7469,1868.604,-23.42,-0.861,-3.0392,36.0977,1909.3852,-0.0158,25.8886,-0.0186,0.2796
1869.84,1883.7495,-0.9578,1909.1392,6.6964,-13.6982,25.7073,1865.3020000000001,-22.89,-1.1238,-2.1713,34.2147,1902.3694,-0.02,27.04,-0.0381,0.2903
1884.98,1883.6625,0.0702,1908.3531,3.4386,3.0409,36.1174,1870.358,-1.37,-1.311,-2.3681,51.7885,1896.2435,-0.0114,27.430999999999997,-0.0511,0.3018
1883.12,1884.5653,0.0575,1906.9781,-0.084,3.4509,43.483999999999995,1875.246,23.42,-1.3252,-2.3283,49.8262,1891.32,-0.0067,27.7634,-0.0594,0.3032
1881.46,1885.6449,0.0873,1904.7823,-2.3414,4.0955,54.1874,1878.368,22.78,-1.328,-1.3956,47.8831,1888.05,-0.006,27.4352,-0.0646,0.3021
1910.24,1889.6866,1.6029,1903.7658,-2.623,31.5682,66.2902,1885.9279999999999,44.39,-1.2585,0.1799,71.2272,1871.87,0.0125,26.715,-0.0617,0.28800000000000003
1920.42,1895.1075,2.0333,1904.2188,-1.2436,39.2309,76.8973,1896.0439999999999,47.98,-1.1725,1.2955,75.8237,1872.7620000000002,0.0316,26.8932,-0.052000000000000005,0.2966
1929.14,1902.2895,2.3316,1905.0035,3.6316,44.0609,84.2203,1904.876,59.3,-1.0513,1.9237,79.2337,1874.7215,0.0365,27.308000000000003,-0.0368,0.2903
1921.31,1905.5579,1.7590000000000001,1904.3058,7.4764,30.63,85.09100000000001,1912.514,36.33,-0.8584,1.8533,68.7803,1878.0376,0.0289,26.6426,-0.0207,0.3096
1920.42,1908.27,1.44,1903.8938,10.5846,24.1273,85.2215,1920.306,37.3,-0.5671,3.265,67.5645,1881.1548,0.025,26.3054,-0.0051,0.3088
1928.26,1911.5989,1.5431,1904.5446,13.9218,26.2936,85.3503,1923.91,46.8,-0.2943,3.7435,72.6712,1884.0849,0.0303,26.6881,0.0107,0.3337
1929.55,1914.4488,1.3278,1904.5004,17.399,22.3918,85.8367,1925.736,19.31,-0.0124,3.4139999999999997,73.4951,1888.3773,0.0231,26.6456,0.0257,0.3422
1926.16,1916.0047,0.9126,1904.4292,19.5404,13.8818,84.34100000000001,1925.14,5.74,0.2259,2.8689999999999998,67.1142,1892.3263,0.0223,26.5851,0.0387,0.3638
1901.44,1912.8159,-0.5198,1903.4646,19.9824,-12.3345,67.1242,1921.1660000000002,-27.7,0.4139,1.69,38.1391,1895.28,0.0105,26.2186,0.0447,0.3565
1887.85,1907.5034,-1.2431,1900.9546,19.7428,-26.3545,51.2472,1914.652,-33.46,0.5576,0.1523,29.6846,1936.51,-0.0117,24.4069,0.0432,0.3424
1893.66,1903.8069,-0.9847,1898.9646,17.1214,-21.6536,43.7878,1907.7320000000002,-26.76,0.7073,0.5597,36.8647,1935.2952,-0.0139,22.7553,0.0384,0.3371
1895.64,1902.1301,-0.9424,1897.4065,13.7016,-18.3464,39.8798,1900.95,-32.62,0.8501,0.7537,39.3955,1934.1047,-0.0174,21.5086,0.032,0.3394
1904.34,1902.3052,-0.4622,1897.4746,10.0086,-8.1845,41.9542,1896.586,-25.21,0.821,-0.3089,49.9698,1932.9379999999999,-0.0088,21.5276,0.0267,0.302
1896.57,1900.8253,-0.7652,1897.0315,6.4094,-12.9936,39.1577,1895.612,-29.59,0.7411,-1.2419,42.0977,1931.7946,-0.0124,21.4229,0.0207,0.2779
1911.12,1902.3348,0.0747,1897.1973,3.6872,2.4827,45.5047,1900.266,9.68,0.6543,-0.9341,57.2362,1930.8557,-0.0089,21.5144,0.0175,0.3003
1926.86,1906.3745,0.8745,1898.3896,1.5926,17.6373,60.3242,1906.906,39.01,0.616,0.2889,68.0723,1931.91,-0.0014,22.2535,0.019,0.2878
1936.94,1912.6907,1.3292,1900.09,0.6418,26.9282,69.3905,1915.1660000000002,43.28,0.5986,0.8602,73.2763,1885.33,0.0056,23.4148,0.0253,0.3069
